,468,469,470,471,472,473,474,475,476,477,head_rotation_hor,head_rotation_ver,head_pos,looking_pos
273,"[-0.007776799677724321, 0.40189533051042375]","[-0.00975904926928406, 0.40430762213321864]","[-0.00775119914775339, 0.48292373092536883]","[-0.006451827070554305, 0.4003125239134548]","[-0.007788996776943428, 0.34420814041263165]","[0.00640976551560686, 0.4251243170910947]","[0.00554506215285938, 0.42786524623051025]","[0.006453188636040048, 0.5083541645924834]","[0.007605790933939657, 0.423166881385742]","[0.006370718362802605, 0.36507247748096816]",[-0.0008359551429748535],[0.0006583929061889648],"[0.5888852477073669, 0.46839600801467896]","[157, 894]"
274,"[-0.008160554715240456, 0.40214676164126173]","[-0.010222816496601353, 0.40435086614486876]","[-0.008130681423448747, 0.48294817208290086]","[-0.006777732796453071, 0.40086063127847255]","[-0.00817612302037263, 0.34469175517632167]","[0.006769055713530159, 0.4271940554163491]","[0.0058391705849533, 0.43043715624939266]","[0.006825512719572732, 0.5112903433738245]","[0.008065130659556267, 0.4249050161489365]","[0.006717448809910796, 0.3667164900270491]",[-0.0009601712226867676],[0.0005747675895690918],"[0.5893685817718506, 0.46851059794425964]","[157, 894]"
275,"[-0.009643754687841689, 0.3971490846538364]","[-0.012057233530965439, 0.39871012091036073]","[-0.009619795195402939, 0.47409650696502287]","[-0.008015929933660196, 0.3963181623114095]","[-0.009649375135477064, 0.34180803207627913]","[0.007798125717509095, 0.4209956672499373]","[0.006736612078027823, 0.4253477729393763]","[0.007865029952229777, 0.5017480879459422]","[0.009270914242078529, 0.41768250507960086]","[0.007738255000538442, 0.3625977116439745]",[-0.0009613037109375],[0.0006536245346069336],"[0.5887022614479065, 0.4675554037094116]","[157, 894]"
276,"[-0.009755634182614522, 0.39638524819144944]","[-0.012198683616733224, 0.397917250909434]","[-0.009731757666905096, 0.47311873333342586]","[-0.008108167762923321, 0.39559023269645]","[-0.009760951560771147, 0.3412087963794454]","[0.00789222742439542, 0.4199320124344058]","[0.00682131780251341, 0.42420173606365946]","[0.007959604444911136, 0.5000379989489403]","[0.009375546031565287, 0.4166748781180185]","[0.00783191544494289, 0.3619123467054887]",[-0.0009684562683105469],[0.0006583333015441895],"[0.5886927843093872, 0.467225044965744]","[157, 894]"
277,"[-0.010568043204351776, 0.3998533946716546]","[-0.013178034993899908, 0.4016239368479452]","[-0.010501033234861887, 0.47617736314358916]","[-0.008808052438637774, 0.3989124805558267]","[-0.010622915771943547, 0.3448354371207158]","[0.008792020604783603, 0.42505932586707323]","[0.007571250645290673, 0.4297393520500539]","[0.008864759197728339, 0.5076734086955591]","[0.010492239691928003, 0.42120496850920564]","[0.00872462665608131, 0.36558128308191645]",[-0.000987410545349121],[0.0006749629974365234],"[0.5887140035629272, 0.4684287905693054]","[157, 894]"
278,"[-0.011112732059494083, 0.3989491219825464]","[-0.0138158949224319, 0.40069960053049475]","[-0.011064973742011633, 0.4741703709060968]","[-0.009275959731205314, 0.39798880161601896]","[-0.011143718759823687, 0.3445171578187874]","[0.00907756125517827, 0.42686898686312713]","[0.007833305910983225, 0.4314338227850152]","[0.009155113419431368, 0.5100368741801748]","[0.010803962585404244, 0.423109114168743]","[0.009006147991729356, 0.3670014670301445]",[-0.0010892748832702637],[0.000696718692779541],"[0.5878587961196899, 0.46932727098464966]","[157, 894]"
279,"[-0.010271678749516568, 0.4048144216543296]","[-0.012274330270480135, 0.40730999811234647]","[-0.010167299819769117, 0.47803638802904624]","[-0.008822578825123724, 0.4033320824557078]","[-0.010363722098895085, 0.3512268624020162]","[0.010322567479320853, 0.428220200817438]","[0.00871744763786806, 0.43291659322837117]","[0.010384343576357351, 0.515347392530462]","[0.012639188184393963, 0.42440340293736134]","[0.01025799069360425, 0.36650569873769895]",[-0.0009822249412536621],[0.0006387829780578613],"[0.5878508687019348, 0.4698389172554016]","[157, 894]"
280,"[-0.012293062881702893, 0.40434013432085053]","[-0.014627826621828646, 0.40724072361745517]","[-0.012151254527146688, 0.47782672086614286]","[-0.010598692889776523, 0.4025167427881771]","[-0.012424613139312772, 0.35069081915242806]","[0.01260331966519701, 0.42764365371251456]","[0.010627718036986547, 0.4326050995524692]","[0.012683667950380858, 0.5155168944025585]","[0.015465660531747291, 0.423527229356062]","[0.01252036107382882, 0.36555060345728]",[-0.0008578896522521973],[0.0005851387977600098],"[0.5884100198745728, 0.4701104760169983]","[157, 894]"
281,"[-0.01173468691995909, 0.4032484752400894]","[-0.013981683680248647, 0.40610335419254373]","[-0.011596479758792742, 0.47673505190898097]","[-0.010112101932118374, 0.401464667049145]","[-0.01186723456628189, 0.34969891164984657]","[0.011976257177620237, 0.42761778476040846]","[0.010094603507290127, 0.43255295230776936]","[0.01205627653062686, 0.515801200057368]","[0.014710251019798799, 0.42351604681808463]","[0.011895823758838232, 0.365404521811603]",[-0.0009761452674865723],[0.0006439089775085449],"[0.588133692741394, 0.469966858625412]","[157, 894]"
282,"[-0.008375964002878896, 0.4034582630443961]","[-0.009970868376453333, 0.405757360393043]","[-0.008292060115334909, 0.47712097270290343]","[-0.007217046104929289, 0.40224830502915676]","[-0.008450459532734978, 0.34985054007098065]","[0.008666803020017592, 0.42525302717132907]","[0.007301449877454672, 0.43049213776524153]","[0.008727538308548237, 0.5125283580671598]","[0.010643478153671669, 0.42091604191830256]","[0.008599106350291263, 0.36345946549821506]",[-0.000927269458770752],[0.0006549358367919922],"[0.5878499150276184, 0.4700489044189453]","[157, 894]"
283,"[-0.010161086456972274, 0.4023190494362368]","[-0.012114586246599423, 0.4050322761690865]","[-0.010044485561164936, 0.4749668687375198]","[-0.008747030037921105, 0.40053084072277023]","[-0.010267015036371964, 0.34920277013256923]","[0.010450479129120473, 0.42731303927951225]","[0.008788942070031168, 0.43236157782229223]","[0.010516684050484119, 0.5144053450063916]","[0.012872376144770815, 0.4231343168239923]","[0.010378555590336748, 0.3655945198256559]",[-0.0008785724639892578],[0.000699162483215332],"[0.5876217484474182, 0.4709056615829468]","[157, 894]"
284,"[-0.009179348239232745, 0.4064834288546718]","[-0.010884792928839464, 0.40902465093582635]","[-0.009063466516350583, 0.4807284938782039]","[-0.007936235787513587, 0.40489216113257837]","[-0.009290503554415894, 0.35248519954882435]","[0.00961839982570389, 0.42968326271052887]","[0.008090156384973865, 0.4348043411976184]","[0.009674291465026566, 0.5164596837080969]","[0.011845814414281671, 0.4253808708250614]","[0.009556108589925016, 0.36798357629359685]",[-0.0007769465446472168],[0.0006960630416870117],"[0.5883297324180603, 0.4711560904979706]","[157, 894]"
285,"[-0.009744243448535977, 0.4053361234880281]","[-0.011541253549211133, 0.40740437464145696]","[-0.009650175237442302, 0.4807305341993414]","[-0.008427152587047588, 0.4043325853908838]","[-0.009829628008660524, 0.35063611667670525]","[0.0103237685042865, 0.42822486335229365]","[0.008676263977775841, 0.43368106849377547]","[0.01039212316779002, 0.5150362522727259]","[0.012733389586507972, 0.42374753775930896]","[0.010249946013268181, 0.36661234477777294]",[-0.0007723569869995117],[0.0006312131881713867],"[0.5881544947624207, 0.4708711504936218]","[157, 894]"
286,"[-0.011544017198617262, 0.40541683927891015]","[-0.013704576327229368, 0.40766623386575246]","[-0.011430790395115476, 0.48013930894911266]","[-0.009968078826350273, 0.40425768639776455]","[-0.011644672828995378, 0.351174278341198]","[0.0120462107453068, 0.42773563568189416]","[0.010111734174160409, 0.4335703732966852]","[0.012135271664424265, 0.5156336195664744]","[0.014881486679831791, 0.4229158643815109]","[0.01195193137119053, 0.36563592556979163]",[-0.0008856654167175293],[0.0007024407386779785],"[0.5873587727546692, 0.47123345732688904]","[157, 894]"
287,"[-0.00976490595009827, 0.3978166569833059]","[-0.011437260671162791, 0.4002108326857825]","[-0.009641360781151935, 0.46965332375051566]","[-0.008511402715617372, 0.3966103414675922]","[-0.009886168644122797, 0.3451376539560817]","[0.010443872594878473, 0.42399858686958025]","[0.008745562561973893, 0.42886959637807004]","[0.010514351034436934, 0.5114371499179985]","[0.012936853960944178, 0.4201728137497556]","[0.010365116128219902, 0.36231303580634705]",[-0.0010152459144592285],[0.0006920099258422852],"[0.587372362613678, 0.470199853181839]","[157, 894]"
288,"[-0.010060592100709155, 0.39740608928194443]","[-0.01177114155531693, 0.39970028940010327]","[-0.009929715436895406, 0.4688133483606942]","[-0.008775929711359128, 0.39614698513975777]","[-0.010190186184937418, 0.3448475735080271]","[0.010831826726751037, 0.421394252245992]","[0.00907512770687437, 0.4257066797172529]","[0.010900909987883208, 0.5083526589053015]","[0.01339950628587415, 0.4180860043276954]","[0.01075027817010301, 0.36003314576460654]",[-0.0008985996246337891],[0.0006282925605773926],"[0.5875639319419861, 0.4706713557243347]","[157, 894]"
289,"[-0.011253273301571096, 0.39740117263020747]","[-0.01309850536691494, 0.39957711281891467]","[-0.011083318755554721, 0.4677217090905387]","[-0.009855548009811439, 0.39633611906050004]","[-0.011426069448449549, 0.3454969971982256]","[0.012117783274564496, 0.42309335018841177]","[0.010142828517139477, 0.4280883092208625]","[0.012193767264089467, 0.5114059198622036]","[0.015009861885897861, 0.41909135514243473]","[0.012027788041331686, 0.3609442425733497]",[-0.0010268688201904297],[0.0006070733070373535],"[0.5870893001556396, 0.47096529603004456]","[157, 894]"
290,"[-0.010736101980667096, 0.39863415967952476]","[-0.012528149998879603, 0.4007608399929583]","[-0.010590172289335275, 0.4692767667726206]","[-0.00938472384541302, 0.39758390264631305]","[-0.010882047389306142, 0.34658353791901053]","[0.01137715678550012, 0.42580472218374116]","[0.009519557900046504, 0.4308973743224005]","[0.011439609399776975, 0.5154049924573166]","[0.014106061561750977, 0.4217353077393645]","[0.011303786335629767, 0.36289264240233193]",[-0.0011485815048217773],[0.0007114410400390625],"[0.5863516926765442, 0.47093480825424194]","[157, 894]"
291,"[-0.009929156255776925, 0.4018010666786156]","[-0.011639229666911327, 0.40393741913809417]","[-0.009820357727490013, 0.4754889497728109]","[-0.008647368811928752, 0.4005682626374957]","[-0.010032506755922165, 0.347794144214672]","[0.010662482061633059, 0.4303443046428374]","[0.008977428779855794, 0.4348438524503344]","[0.010732937719889696, 0.5216807267153377]","[0.013093165494214803, 0.4267781032813516]","[0.010580149693502586, 0.36630772125023514]",[-0.0009074807167053223],[0.0005849003791809082],"[0.587495744228363, 0.4717162549495697]","[157, 894]"
292,"[-0.010341534417074492, 0.4014274056420971]","[-0.012098049313781296, 0.40356376464506505]","[-0.010209156628767218, 0.47481603067380784]","[-0.009020362794047918, 0.40022351787368354]","[-0.010471736478243189, 0.3475378699086034]","[0.011150792252675274, 0.43001071384254685]","[0.009384292913718633, 0.4346980401355358]","[0.011227403455746666, 0.5205798207715677]","[0.013703990036324588, 0.4262651369917126]","[0.011061200394738764, 0.3663922448435774]",[-0.0009254813194274902],[0.0005666017532348633],"[0.5876868367195129, 0.4713578224182129]","[157, 894]"
293,"[-0.00988725945950169, 0.40219389315549087]","[-0.01158993000884136, 0.4045164580548641]","[-0.009776474894875336, 0.47600758106127555]","[-0.008614654259204666, 0.40081792676020367]","[-0.009992711148905153, 0.3482414357370829]","[0.010435286192552486, 0.4266212926950876]","[0.008787692156484646, 0.4316203591121885]","[0.010496312270314414, 0.5142116683872248]","[0.01281461090755004, 0.42256053707136065]","[0.010362092183348848, 0.36467112103712235]",[-0.0009499192237854004],[0.0006781220436096191],"[0.587745189666748, 0.46995624899864197]","[157, 894]"
294,"[-0.01050608116627123, 0.4017794971905176]","[-0.01234151022016367, 0.40423790695251666]","[-0.010387295119244693, 0.4751906617321568]","[-0.009138634323704065, 0.4003106817251472]","[-0.01061736869956666, 0.3481339585710076]","[0.01104515286141474, 0.42791534718076873]","[0.009299957333031442, 0.4327591993263258]","[0.011104189567271031, 0.516636423990311]","[0.013561825821784891, 0.42401938300994063]","[0.010971333607162567, 0.36532444295110134]",[-0.000968635082244873],[0.0006888508796691895],"[0.5875656008720398, 0.47043442726135254]","[157, 894]"
295,"[-0.010189238389022418, 0.42214455067147144]","[-0.012312675145085415, 0.42402895150755776]","[-0.01018963934527753, 0.5072516791543901]","[-0.008670071279507224, 0.42068316465070354]","[-0.010173337360889892, 0.36084977002357743]","[0.009370330184677755, 0.4569100617930189]","[0.007940729196777558, 0.462724941964798]","[0.009457256291016819, 0.5630974109243102]","[0.01141322215518456, 0.4519779912720744]","[0.0092727668719976, 0.38419548507609563]",[-0.0012292265892028809],[0.000714719295501709],"[0.5862377882003784, 0.4686955213546753]","[157, 894]"
296,"[-0.010105482118637517, 0.4194490590352601]","[-0.012171362441597774, 0.4213780959975818]","[-0.01009358484979587, 0.5028427294777865]","[-0.00861726836733054, 0.4179956427121472]","[-0.010100087796312555, 0.35912619579958216]","[0.009478190215736983, 0.451966870922753]","[0.008045909190790491, 0.45701457808316664]","[0.009565414055800869, 0.555144662729909]","[0.011513420070967156, 0.447679083304026]","[0.009381624163286997, 0.3808242507644105]",[-0.0010054707527160645],[0.0007474422454833984],"[0.5873860120773315, 0.46821829676628113]","[157, 894]"
297,"[-0.009959986605229657, 0.4154404139051345]","[-0.012086796937355915, 0.41748711375351133]","[-0.009938341729507697, 0.49929204910866914]","[-0.008448794553980274, 0.41371774948601875]","[-0.009969582445323012, 0.35498472599339015]","[0.0094202425649595, 0.44807352761310193]","[0.007972172890862706, 0.4530348783501406]","[0.009501397068902942, 0.5519671259267082]","[0.0115062226037966, 0.4439141800164879]","[0.009332910997460054, 0.3768200925469669]",[-0.0010142326354980469],[0.000697016716003418],"[0.5873469114303589, 0.46660006046295166]","[157, 894]"
298,"[-0.009108211929488318, 0.41476947146880955]","[-0.01111381926950684, 0.41701158325602233]","[-0.009086858676928404, 0.5010022508224834]","[-0.007698610280361598, 0.4129209731031466]","[-0.009120128209672437, 0.35320899025456276]","[0.008649259299499437, 0.44532818328004375]","[0.007326903245621351, 0.44999232749206736]","[0.008725017529964432, 0.5478310410260938]","[0.010548663755394578, 0.4414561995119846]","[0.008567753873743809, 0.37487878566328264]",[-0.0009829401969909668],[0.0007119178771972656],"[0.5876491069793701, 0.46607428789138794]","[157, 894]"
299,"[-0.009478528147107498, 0.4172437806154877]","[-0.011461032489535578, 0.4185692939110887]","[-0.009462010513139576, 0.5039845891235725]","[-0.008067876843813998, 0.41634280423698916]","[-0.009484011695248944, 0.35539302386268085]","[0.009378201279015003, 0.44862700868965955]","[0.007934625200400646, 0.45190077360311126]","[0.00944968110211503, 0.5549629701497364]","[0.011461118049702545, 0.4461562981320726]","[0.00930593288453915, 0.3760562330846016]",[-0.0008791089057922363],[0.0007017254829406738],"[0.5878586769104004, 0.46697068214416504]","[157, 894]"
300,"[-0.009972836703594183, 0.41530458785917695]","[-0.012092075791376894, 0.41691435122392617]","[-0.009953944985325971, 0.503120437913306]","[-0.008473869613169267, 0.41413008984324357]","[-0.009981276612567957, 0.3530535342820992]","[0.009825383273862948, 0.446453520299683]","[0.00830756179385339, 0.4500312524806164]","[0.009912275320532482, 0.5512489962761604]","[0.01202205307917234, 0.4437445281694631]","[0.009737905813875703, 0.37479286324399036]",[-0.000896751880645752],[0.0007437467575073242],"[0.5876587629318237, 0.4665479063987732]","[157, 894]"
301,"[-0.008284929547100072, 0.41289089195438394]","[-0.010064497865083576, 0.4139964787032047]","[-0.008273021853993126, 0.49746571535007655]","[-0.0070284505164627965, 0.412149909668065]","[-0.00828711892590612, 0.35232076267250995]","[0.00802617099761385, 0.4442256374649595]","[0.006798900026793695, 0.44803363666817003]","[0.00808421715667081, 0.5455246849752122]","[0.009788498063870199, 0.4410708056843754]","[0.007962281189219227, 0.3742431676647177]",[-0.0011203885078430176],[0.0007860064506530762],"[0.5869014263153076, 0.4660353660583496]","[157, 894]"
302,"[-0.009339647543475351, 0.4109661582484726]","[-0.011294569544639324, 0.41204246932982463]","[-0.009323114943770344, 0.4936603159953414]","[-0.007947778810997598, 0.4101802463666517]","[-0.009344817605044319, 0.3513847812977861]","[0.009016791407553054, 0.443555950441779]","[0.007640534875819241, 0.44677267750640065]","[0.00907632587362258, 0.5455105466735596]","[0.010989265750863855, 0.44091837377680493]","[0.008952420238231567, 0.37319722835471814]",[-0.0011076927185058594],[0.0007160305976867676],"[0.5866001844406128, 0.4667389988899231]","[157, 894]"
303,"[-0.010378357442050058, 0.4147752961169824]","[-0.012539012231065624, 0.41684068682118747]","[-0.010356405473877396, 0.503706853176483]","[-0.008836920700432217, 0.41309579023724224]","[-0.01038968673652954, 0.35186441277174235]","[0.010113776177074183, 0.4451245133718094]","[0.008587402523961299, 0.4486647380452291]","[0.010188886612834574, 0.5465052876084865]","[0.012286922152995958, 0.4421941457966212]","[0.010033889214701554, 0.37503412123631263]",[-0.0009306073188781738],[0.0006603002548217773],"[0.5871124863624573, 0.467365562915802]","[157, 894]"
304,"[-0.009425495950988665, 0.4154781216806433]","[-0.011421870109693694, 0.4171890761438392]","[-0.009410274939092625, 0.5028580784983745]","[-0.008011074272100408, 0.4141502790777227]","[-0.009432246637212564, 0.35332741010764096]","[0.009155278234013627, 0.4471734417534765]","[0.00774455298920825, 0.4507958823503153]","[0.009216648754702652, 0.551825988290146]","[0.011187748067721888, 0.4443739524891124]","[0.009089075944945825, 0.3755353545650085]",[-0.0010142922401428223],[0.0007126331329345703],"[0.5870836973190308, 0.4668768346309662]","[157, 894]"
305,"[-0.010899739678734628, 0.41418117525365816]","[-0.013204831744702288, 0.41577987636628094]","[-0.01087492354033103, 0.5015310792672164]","[-0.009262166321485054, 0.4130105363193723]","[-0.010913907700025082, 0.35214357031837035]","[0.010485474676242784, 0.4447380380884237]","[0.008895302158166756, 0.44790605089704016]","[0.010540917327183581, 0.545253119365952]","[0.012749993040996587, 0.4422591749345746]","[0.010419609974761383, 0.37502565132439764]",[-0.0009517073631286621],[0.0007248520851135254],"[0.5867698788642883, 0.4672030210494995]","[157, 894]"
306,"[-0.010733186507708345, 0.4158960027921316]","[-0.013053097849590675, 0.4173867419871452]","[-0.010710494838082812, 0.5043897629810177]","[-0.009095198779398269, 0.41486534514147283]","[-0.010745284391213694, 0.35328775561801684]","[0.010333140597257212, 0.44632184523924096]","[0.008758987091025837, 0.4498319359893966]","[0.010395997050815323, 0.5480171335096676]","[0.01258432169670715, 0.44355732594388636]","[0.010261711281070746, 0.3760339670191201]",[-0.0009360909461975098],[0.0007330179214477539],"[0.5869135856628418, 0.4669110178947449]","[157, 894]"
307,"[-0.010401499364407962, 0.4186922808426997]","[-0.012678645564326772, 0.4201160754465945]","[-0.010379810939600099, 0.5091941702273227]","[-0.008805140445823914, 0.417722968845449]","[-0.010413392942544356, 0.3549439400263666]","[0.010138924920795319, 0.4504674774574429]","[0.008603468173684759, 0.4543510910063328]","[0.010218061700856889, 0.5554410515028954]","[0.012332602174645418, 0.4473615948721074]","[0.010054409913602598, 0.3785312589523789]",[-0.0009046196937561035],[0.0007528066635131836],"[0.5875347852706909, 0.4677349925041199]","[157, 894]"
308,"[-0.011275257148978255, 0.4184499383412804]","[-0.013690876353717586, 0.419916749305224]","[-0.011250027185986323, 0.5078127961074894]","[-0.009570127901248142, 0.4174533549164466]","[-0.011287851274321688, 0.3552547410496556]","[0.0109235199745141, 0.45187679371500183]","[0.009260826975556982, 0.4558913130393729]","[0.011011927027926239, 0.5578937746096931]","[0.013304834260030894, 0.4486481127050617]","[0.010829054128821751, 0.37936982032282784]",[-0.0009388327598571777],[0.0007537007331848145],"[0.587303102016449, 0.4684021472930908]","[157, 894]"
309,"[-0.009766031869413137, 0.41414593253399806]","[-0.011840596395120815, 0.4160359954222119]","[-0.009742589072109117, 0.5018244406196214]","[-0.008296284870281076, 0.4127410529791091]","[-0.00978006833904486, 0.35194909619142123]","[0.009497230352434629, 0.4470187127907551]","[0.008029001540873012, 0.45027628503296835]","[0.009564735996842814, 0.5522444791732212]","[0.011616115668553499, 0.44463847682855273]","[0.009424168596906016, 0.3751533148279646]",[-0.0010358095169067383],[0.0007505416870117188],"[0.5877216458320618, 0.4669954180717468]","[157, 894]"
310,"[-0.010094206751348159, 0.41256483320768805]","[-0.012223411984001916, 0.4143705500484406]","[-0.010071113552063037, 0.4984863325243777]","[-0.008582286737349334, 0.4111767723746416]","[-0.01010729655448321, 0.3513065047694542]","[0.009703147555747122, 0.4448549742027653]","[0.008222839275975903, 0.4479520454994207]","[0.009761818531981409, 0.5470110357928121]","[0.011822698760114776, 0.44250258259398734]","[0.009637859024225447, 0.37447511558810637]",[-0.001091301441192627],[0.0007459521293640137],"[0.5871638059616089, 0.46729665994644165]","[157, 894]"
311,"[-0.011281916192367264, 0.4149743419532342]","[-0.013647637085137086, 0.4171065194547878]","[-0.01124685987226431, 0.50156795562843]","[-0.009595708326188558, 0.41331159564438985]","[-0.011302483820250734, 0.3532274934122102]","[0.011066946524689914, 0.4477766944249088]","[0.009387790340899985, 0.45211832157364035]","[0.011183309838467407, 0.5526106827465074]","[0.013474826806290181, 0.44416830140705577]","[0.010950529344934136, 0.3760697773551497]",[-0.0009264945983886719],[0.0006476640701293945],"[0.588123083114624, 0.4670184850692749]","[157, 894]"
312,"[-0.010160082317319971, 0.41658997540882525]","[-0.012324756148376487, 0.4187523728366171]","[-0.010140434371492136, 0.5062202795805586]","[-0.008628772980587679, 0.41487095588819595]","[-0.0101704158565931, 0.3532690358161066]","[0.010052716691182517, 0.4473149089564655]","[0.008518904488857988, 0.45171671344131353]","[0.01014977599709734, 0.5506874395489819]","[0.012256733052817315, 0.4435765587442302]","[0.00995448122041234, 0.3762903665444735]",[-0.0009633302688598633],[0.0006914734840393066],"[0.5883125066757202, 0.4666537642478943]","[157, 894]"
313,"[-0.008267929026711297, 0.41341898361483714]","[-0.010037934118515541, 0.41486108875627936]","[-0.008263913771600543, 0.5029768585888731]","[-0.007017053615732157, 0.4125354071001209]","[-0.00826509836202232, 0.3504838266750721]","[0.008206961179353975, 0.44365556836220954]","[0.006935403104656986, 0.4468771566102851]","[0.008262325529906304, 0.5472790393901262]","[0.010044493491210086, 0.4411641843366507]","[0.008148565987038234, 0.3725912801226524]",[-0.0009174346923828125],[0.000733792781829834],"[0.588185727596283, 0.4664771854877472]","[157, 894]"
314,"[-0.009200256052127185, 0.4130907176053412]","[-0.01116419204832608, 0.4145689892992152]","[-0.009195950160942984, 0.5026526625678008]","[-0.007812959844588388, 0.4121534892441943]","[-0.009197958130904443, 0.3501270791371148]","[0.00911335641016878, 0.4425362667618944]","[0.007721390832780932, 0.44543055913692825]","[0.009174920695581009, 0.5443970410249326]","[0.011109598386493204, 0.4402903917786522]","[0.009047961527531966, 0.3722689006118185]",[-0.0008947849273681641],[0.0007299184799194336],"[0.5879383087158203, 0.4667903184890747]","[157, 894]"
315,"[-0.00887220481173729, 0.4128912567878104]","[-0.010663994488083696, 0.41510525098311357]","[-0.008844690852436585, 0.49809493042734904]","[-0.007591132072331467, 0.4111285239298978]","[-0.008895605313166995, 0.35202791225575025]","[0.009073948123289563, 0.44380260914880276]","[0.007696562794312912, 0.44728151104953134]","[0.009131038900834497, 0.5425889189345418]","[0.011036311586104477, 0.4409689544499723]","[0.009008839408665101, 0.3752025508337254]",[-0.0010031461715698242],[0.0007144808769226074],"[0.587517499923706, 0.46702080965042114]","[157, 894]"
316,"[-0.009361490536633876, 0.4110245063059392]","[-0.011212307257412667, 0.41328104633545204]","[-0.009335615086540312, 0.4947938492154594]","[-0.008027359746514416, 0.40916263066248143]","[-0.00938096183960717, 0.35089708602125275]","[0.009438241516364947, 0.4422514578111404]","[0.008005579885500918, 0.4453963439038644]","[0.009494256756967348, 0.5419684771689294]","[0.01147559016675055, 0.439750671772933]","[0.009373049973599643, 0.3732055885073495]",[-0.0011115074157714844],[0.0007075071334838867],"[0.5869356989860535, 0.46709561347961426]","[157, 894]"
317,"[-0.008104731878257302, 0.4111402101096371]","[-0.009397320177907743, 0.4107706793764316]","[-0.008077791277235347, 0.48813573754041]","[-0.007114638677758403, 0.41179092310221427]","[-0.008127283698359718, 0.3542288373589807]","[0.009436635190005345, 0.4398363057308442]","[0.007896061301032818, 0.4446874793385633]","[0.009505364794560382, 0.536649839635355]","[0.011677610584406865, 0.4362983538012129]","[0.009350921220222706, 0.37257489532777377]",[-0.0010146498680114746],[0.0006962418556213379],"[0.5864381194114685, 0.46712905168533325]","[157, 894]"
318,"[-0.00715469979884964, 0.41095489247132705]","[-0.008292198219973481, 0.4105893125145631]","[-0.007119929499748459, 0.4890010606232972]","[-0.006281433072609545, 0.41176528929298345]","[-0.00718596741216404, 0.35362741501157774]","[0.008323246883471195, 0.43787348016243155]","[0.00694990542177637, 0.4426667894130228]","[0.008386748855815548, 0.5334913143852185]","[0.010331624699118245, 0.4342257985682938]","[0.008242709520442265, 0.3713175257525063]",[-0.0010197758674621582],[0.0007191896438598633],"[0.5865811705589294, 0.46719568967819214]","[157, 894]"
319,"[-0.00828995814962414, 0.40486316098273684]","[-0.009558211258022703, 0.404905472598655]","[-0.00823925549026838, 0.4821508592762157]","[-0.007299410337910941, 0.4055057737696292]","[-0.008335696206332807, 0.34820065169999376]","[0.009716184688620328, 0.42855106039895235]","[0.00808601555414513, 0.4331456709792426]","[0.009794694464160423, 0.5220201313494531]","[0.01213299262833175, 0.4250824381562842]","[0.009620819280962981, 0.3636074418092055]",[-0.0009486675262451172],[0.0007416605949401855],"[0.5863860249519348, 0.46600866317749023]","[157, 894]"
320,"[-0.007032450872270761, 0.40637816864455156]","[-0.008062785824512716, 0.40651693034129627]","[-0.0069917118644356666, 0.4827968353683125]","[-0.0062202620728276595, 0.4068475294465972]","[-0.007071671711704257, 0.3500537612174848]","[0.008330907687829578, 0.4302802757770909]","[0.006923122791345506, 0.4347612823034826]","[0.00839562802462954, 0.5243587567506626]","[0.010425861762239185, 0.4268905249079361]","[0.008250097201925268, 0.3649597428231676]",[-0.0008194446563720703],[0.0007265806198120117],"[0.5868169069290161, 0.4660530090332031]","[157, 894]"
321,"[-0.006393999416192632, 0.4115046614279306]","[-0.007360170193701445, 0.4108108836129146]","[-0.006353835767170397, 0.4895927741882226]","[-0.005639994017199547, 0.4125576047996754]","[-0.006431652176799748, 0.3540605033488602]","[0.007593557808552061, 0.43596903276919446]","[0.006328924995170372, 0.4408849995173274]","[0.007649436996808026, 0.5295546679199937]","[0.009462912155004135, 0.4322088322114638]","[0.0075255091790183155, 0.37064834774245936]",[-0.0009887218475341797],[0.0007723569869995117],"[0.586983323097229, 0.466957151889801]","[157, 894]"
322,"[-0.007541666726005762, 0.41113311706871963]","[-0.008709410031050998, 0.41014599989171824]","[-0.007501296111100094, 0.4899912982809577]","[-0.00663583410565106, 0.41242994175151004]","[-0.007577704526188842, 0.35321101772940083]","[0.008941077629814128, 0.4344354781773588]","[0.0074617107545802246, 0.4395258831092376]","[0.009006943490086851, 0.5268369261069249]","[0.011120509566124571, 0.4305240284639226]","[0.00886158220641951, 0.36970468870209955]",[-0.0010229945182800293],[0.0007492303848266602],"[0.586784303188324, 0.46711286902427673]","[157, 894]"
323,"[-0.006543235041315717, 0.41102022879524985]","[-0.007524500852702454, 0.41020180313362736]","[-0.006509122754477433, 0.48854109982226823]","[-0.005776136944173909, 0.412272100847345]","[-0.0065758712055229065, 0.35382272033027173]","[0.007734018764902273, 0.433811133290064]","[0.006435181083393801, 0.43843413947650284]","[0.007791415999560052, 0.5272093973606975]","[0.009662543498706301, 0.43029359203213624]","[0.0076628812994580025, 0.3687229726828663]",[-0.0009765625],[0.0007085800170898438],"[0.5869981050491333, 0.4670218229293823]","[157, 894]"
