,468,469,470,471,472,473,474,475,476,477,head_rotation_hor,head_rotation_ver,head_pos,looking_pos
49,"[-0.019207475955584908, 0.3758977829181301]","[-0.02354295806214193, 0.37802629694533346]","[-0.01920753789684216, 0.4509015132777324]","[-0.016208155373623547, 0.37459304213538375]","[-0.01918529572915301, 0.3222253000062309]","[0.020753019520611905, 0.3599823890472091]","[0.017389626193545976, 0.3574873042140275]","[0.020690385871302126, 0.42854402728451435]","[0.025745086427864397, 0.36284129988091346]","[0.020816048078811673, 0.3104283183658002]",[0.0002836287021636963],[-0.000333249568939209],"[0.46738022565841675, 0.43295103311538696]","[818, 82]"
50,"[-0.019769836795419996, 0.37616876279425865]","[-0.024220051526213735, 0.37824377825663374]","[-0.019769006485587135, 0.4510716689746791]","[-0.016689008134294265, 0.37489420966424597]","[-0.01974794634783288, 0.32255942997773906]","[0.021283740893589122, 0.35956009507880216]","[0.017803841334100286, 0.35723442969673597]","[0.021227641534666396, 0.42834239491605225]","[0.02647697805523813, 0.36224633408458323]","[0.021340673405722675, 0.309933728552346]",[0.00027301907539367676],[-0.0003498494625091553],"[0.4672214090824127, 0.4329614043235779]","[818, 82]"
51,"[-0.018393495161536842, 0.37528617920664276]","[-0.022527066554219977, 0.3770156524088499]","[-0.01839356648481631, 0.4488072687198625]","[-0.015531618639579515, 0.37427664654893167]","[-0.018370883882149046, 0.3224545554174564]","[0.01957277691566293, 0.35746700301327505]","[0.016370355053393033, 0.35576190808709984]","[0.01954524899229789, 0.42469090217403466]","[0.02436740926434157, 0.35956877400897125]","[0.019602839487933416, 0.30875612586343715]",[0.0002626776695251465],[-0.0003234744071960449],"[0.46640345454216003, 0.433067262172699]","[818, 82]"
52,"[-0.017748137006596897, 0.3752575487139228]","[-0.021816238403006314, 0.3776828854382885]","[-0.01774404111656926, 0.4513985154248287]","[-0.014947701955374215, 0.3736662782636912]","[-0.017731998620771287, 0.32099718588015475]","[0.019118963906381462, 0.3581482296537532]","[0.016049007135350405, 0.35586423120270033]","[0.019085088646123124, 0.4257290640890774]","[0.02364653875255431, 0.36072674459996296]","[0.019151495823588837, 0.30919095631118515]",[0.00026023387908935547],[-0.00032457709312438965],"[0.46626830101013184, 0.4325581192970276]","[818, 82]"
53,"[-0.017857200307566587, 0.3755799494822598]","[-0.021975711701467646, 0.3780066056642975]","[-0.017855752669596676, 0.4516429564430747]","[-0.015029423877951493, 0.3740057020669993]","[-0.0178397065166595, 0.32132748557769464]","[0.019288107086263936, 0.3583935987760537]","[0.01622261620630737, 0.356059638211696]","[0.019257805127180273, 0.4253904703759116]","[0.02378081802072301, 0.3609930245644267]","[0.01931547931829112, 0.3097134597356647]",[0.00025397539138793945],[-0.0003145933151245117],"[0.46631038188934326, 0.43257689476013184]","[818, 82]"
54,"[-0.017837185643560353, 0.37246318993658223]","[-0.02182538033374615, 0.37445883699284976]","[-0.017845706043348796, 0.4468808226915361]","[-0.015066610854790576, 0.37111773234299134]","[-0.01780806655277427, 0.31920817733063916]","[0.01901712739897566, 0.35366038782819575]","[0.01586571093087565, 0.35196480019634985]","[0.01899264335368561, 0.42056388565651964]","[0.02376548144898217, 0.3557174850498011]","[0.019044068407723515, 0.3052469833836657]",[0.0002067089080810547],[-0.0002855360507965088],"[0.4647810757160187, 0.43243759870529175]","[818, 82]"
55,"[-0.018231690756337134, 0.37115492554185275]","[-0.022409477671211635, 0.37319338016308357]","[-0.018230816631565738, 0.44547464748506466]","[-0.015351400094510173, 0.36994807909270205]","[-0.018211566093108623, 0.3179570486780248]","[0.019863128961687328, 0.3548385886290857]","[0.016640223310762984, 0.3524263861486463]","[0.01980282460085718, 0.4209338183210278]","[0.02464637395182438, 0.35751553675653963]","[0.019923423385406556, 0.3067483543121199]",[0.0002532005310058594],[-0.00025081634521484375],"[0.4657861590385437, 0.43247848749160767]","[818, 82]"
56,"[-0.017347922063490184, 0.3743542955991193]","[-0.021301892653923137, 0.37660903217233876]","[-0.017341169066354568, 0.4486853169034987]","[-0.014621493856438067, 0.3729907014508467]","[-0.01733559736214615, 0.321053238879359]","[0.01889782431081314, 0.3595853147679097]","[0.015929426557699456, 0.3568827042238169]","[0.0188319042957343, 0.42668608934337665]","[0.02322388441068812, 0.3626195879165273]","[0.018961366353878767, 0.3108098265719747]",[0.0003152787685394287],[-0.00026425719261169434],"[0.4660675525665283, 0.43278542160987854]","[818, 82]"
57,"[-0.01742366641322182, 0.3756902519699326]","[-0.021424255366889144, 0.3783226026468059]","[-0.0174183856220948, 0.4512903418334669]","[-0.014672734002810802, 0.37393236151115733]","[-0.017410094495946975, 0.321645153937823]","[0.01892453690954054, 0.3601966367694406]","[0.015955263697927356, 0.3576003937799891]","[0.018862725798178364, 0.4275405371116304]","[0.023252068227143548, 0.3631164008737729]","[0.01898489998437256, 0.31126033902012296]",[0.0002823770046234131],[-0.0002917051315307617],"[0.46584898233413696, 0.4328688681125641]","[818, 82]"
58,"[-0.017435004422946144, 0.3757817712581194]","[-0.021446488639432545, 0.37841533933000626]","[-0.017425153430078524, 0.45164092342773443]","[-0.014679296263400494, 0.3740042875567326]","[-0.01742696241591015, 0.32160444809225675]","[0.018972419023852324, 0.359973463038006]","[0.015987013820452794, 0.3573950734476459]","[0.018909277820967976, 0.42754904625482615]","[0.02332930945346646, 0.36289222487838313]","[0.019033711996857283, 0.3109352964623898]",[0.0002721846103668213],[-0.0002961456775665283],"[0.465862900018692, 0.43290627002716064]","[818, 82]"
59,"[-0.019105773898316455, 0.375840124884332]","[-0.023434379738915476, 0.3785957274693181]","[-0.0190987632217097, 0.453852213008412]","[-0.01611970926240179, 0.3738978742351428]","[-0.019099300927594015, 0.32042885641104435]","[0.021048035391196127, 0.35954992184909773]","[0.017817051534928522, 0.35728064065213605]","[0.02099510317684966, 0.42430099010565075]","[0.025721702144337874, 0.3620945134734074]","[0.021108789638962133, 0.31189484734314205]",[0.0002727210521697998],[-0.0003305375576019287],"[0.46697908639907837, 0.4324844479560852]","[818, 82]"
60,"[-0.01915538018076369, 0.37547102265881543]","[-0.023574153657339808, 0.37773575334968235]","[-0.019177505427019334, 0.45258672748651996]","[-0.01612473563790371, 0.3739812055134108]","[-0.01911566351045947, 0.3206839347101366]","[0.02073827529619151, 0.35741461253736573]","[0.017406504539748343, 0.35563218148394193]","[0.020707793403097356, 0.4243672959337322]","[0.02566183407707352, 0.3595424670457014]","[0.020768904937302272, 0.308772537330195]",[0.00025516748428344727],[-0.00035503506660461426],"[0.46630972623825073, 0.4322519600391388]","[818, 82]"
61,"[-0.017885909258636132, 0.37138314197040495]","[-0.022018982392018334, 0.3727247517201934]","[-0.017918537829073794, 0.44341692337510774]","[-0.015053935859260544, 0.3707523823503624]","[-0.017839539800511044, 0.31943305061547894]","[0.01890993009358207, 0.3563347928943099]","[0.015775652245725677, 0.35457491015247583]","[0.01888776585006791, 0.42507590252850297]","[0.023660391347990747, 0.35848644575802735]","[0.01893985035400978, 0.3068676387069524]",[0.0002257227897644043],[-0.00028330087661743164],"[0.465992271900177, 0.43411344289779663]","[818, 82]"
62,"[-0.018561541004894, 0.3728587852789556]","[-0.02281020187878979, 0.3742879934159091]","[-0.01859403598380134, 0.4453647449626295]","[-0.015644202985348916, 0.3720999664922851]","[-0.0185168281392474, 0.32061281952940235]","[0.019617226521174796, 0.35754937255318503]","[0.01641373674725362, 0.3557613414341274]","[0.019592420928036626, 0.42589149248386576]","[0.02442820229560322, 0.3597554691659844]","[0.01964982703288316, 0.3082711869673132]",[0.00017434358596801758],[-0.0003280937671661377],"[0.4658304750919342, 0.4342077970504761]","[818, 82]"
63,"[-0.023330953435805872, 0.3454705945694741]","[-0.029455428194931847, 0.34723072052011006]","[-0.02319797150464526, 0.40723187632846797]","[-0.019326219771116336, 0.34448709598574745]","[-0.023444557881954323, 0.3008967829592727]","[0.02426490825908796, 0.33651452167624474]","[0.020250124885755637, 0.33356787622701806]","[0.02407790583659698, 0.3948735167687922]","[0.03028163838048924, 0.3403545799326351]","[0.02443873925252595, 0.2943103941495767]",[0.0003287196159362793],[-0.0003972947597503662],"[0.46500810980796814, 0.4385298490524292]","[818, 82]"
64,"[-0.02198595412431635, 0.3456017812281429]","[-0.027248800650230488, 0.3472027297493677]","[-0.021898210416335762, 0.4036819600737838]","[-0.0184208913418547, 0.34462393670500385]","[-0.022057830593160258, 0.3030311565060043]","[0.022984969843710387, 0.3381932985766779]","[0.019253812854239504, 0.3346302142143664]","[0.02276286037897897, 0.3958224527013577]","[0.028507668456344646, 0.342666815833763]","[0.023187657217450273, 0.29633526363547136]",[0.00032582879066467285],[-0.000406116247177124],"[0.46491381525993347, 0.43890702724456787]","[818, 82]"
65,"[-0.02198339968328583, 0.34552979420320484]","[-0.027229116323959725, 0.34713277743046245]","[-0.021890941427632662, 0.40389554923191856]","[-0.01842563092784766, 0.3445733557188102]","[-0.02206162574916174, 0.30282443408062637]","[0.023169641569826118, 0.3382471196242674]","[0.01941607278695433, 0.33457802210040294]","[0.022943254540394406, 0.3957947966817868]","[0.02871824075905271, 0.34282633190043665]","[0.02337808192075601, 0.29641229805678093]",[0.00032594799995422363],[-0.0003809630870819092],"[0.4650436341762543, 0.4390180706977844]","[818, 82]"
66,"[-0.021915513098475566, 0.35470141435306446]","[-0.027529396519559327, 0.35622090218150093]","[-0.021830790028046342, 0.4209190735835202]","[-0.018200601595628713, 0.353904148126146]","[-0.021975242940771106, 0.3073594930335102]","[0.023063647866549866, 0.3485065209921902]","[0.019250141542860928, 0.34542282378718314]","[0.022872890599649975, 0.40867411806028503]","[0.02882672708165475, 0.35243405400255123]","[0.023262566558602153, 0.3048379299910699]",[0.00039067864418029785],[-0.0004451870918273926],"[0.46670210361480713, 0.438188374042511]","[818, 82]"
67,"[-0.02273573434164899, 0.3547715898895848]","[-0.028581659581100618, 0.3563760071714727]","[-0.022655276752269717, 0.420614177126764]","[-0.01887517118374856, 0.35388271539481697]","[-0.02279052658082281, 0.3076295956725797]","[0.02370981764679656, 0.3485100264258757]","[0.019752603779752177, 0.3455700848914409]","[0.02351006576901709, 0.4093581992019776]","[0.029719064965644557, 0.35228811184441605]","[0.023916452354485713, 0.30444704305682996]",[0.0003344714641571045],[-0.00048086047172546387],"[0.4665260314941406, 0.4379997253417969]","[818, 82]"
68,"[-0.020279530887096112, 0.35976879540571877]","[-0.024653809038439587, 0.3614177162215927]","[-0.02024826287768214, 0.4234940826156273]","[-0.017210910338052648, 0.35881177476207765]","[-0.020289688469939074, 0.3130897675166955]","[0.021111870185323088, 0.3484466686963788]","[0.017762773310207463, 0.3461954323121621]","[0.021005253098423594, 0.4058792427976797]","[0.026096242859176604, 0.3511263878190842]","[0.02123733108543647, 0.30564798076509403]",[0.0002543330192565918],[-0.00045686960220336914],"[0.4662734568119049, 0.4345042109489441]","[818, 82]"
69,"[-0.02079564858220882, 0.3620387087317391]","[-0.02565460787684472, 0.36270188129806785]","[-0.020777051050993037, 0.42622101902063575]","[-0.017481179988056303, 0.3620605614944442]","[-0.020789071573660733, 0.31505795601962244]","[0.021359882866483954, 0.35177425698334425]","[0.017988764952187604, 0.3497504786118244]","[0.02130084732161821, 0.4106572243440009]","[0.026362967088975647, 0.3542546105812993]","[0.021435026579020612, 0.3080954947191287]",[0.00024124979972839355],[-0.00038355588912963867],"[0.46619904041290283, 0.43496638536453247]","[818, 82]"
70,"[-0.019322480708655287, 0.366728646357749]","[-0.023545052796152863, 0.3684797478358467]","[-0.019321214872950753, 0.43564802379345335]","[-0.01637113024715801, 0.36556876047219833]","[-0.019306481975680235, 0.3166914985317838]","[0.020536982667180986, 0.3541069717448443]","[0.01721627292659012, 0.3517074946181056]","[0.020465390453858576, 0.417722196448511]","[0.025484976414761402, 0.3568892768429214]","[0.02061676576044395, 0.3074988109889736]",[0.0002814829349517822],[-0.0004391670227050781],"[0.4659067690372467, 0.4333704113960266]","[818, 82]"
71,"[-0.019060208650472102, 0.3652531886563876]","[-0.023200261921919058, 0.36638368049953013]","[-0.019074748681456297, 0.4328025448715104]","[-0.01616134226471217, 0.3647276250972134]","[-0.019028255437348388, 0.3160866763097413]","[0.020264826866605433, 0.3516748280651013]","[0.016973007654657545, 0.3491898489777688]","[0.020190300248684317, 0.414967825206534]","[0.025184577557644267, 0.35456606957243203]","[0.020347425922425742, 0.3053443924040674]",[0.0003103017807006836],[-0.00044018030166625977],"[0.4659079611301422, 0.43225598335266113]","[818, 82]"
72,"[-0.018642198898710736, 0.36426346383505276]","[-0.022621971856231642, 0.36554873925433856]","[-0.018636650963009403, 0.43123408423114595]","[-0.015836585469212898, 0.36362603743503685]","[-0.01862942971133537, 0.31547887559128907]","[0.01978874537349686, 0.35124484925843197]","[0.01658178480113268, 0.34876289090590157]","[0.01971977264379033, 0.4144133120752197]","[0.024577089824532633, 0.3541214689858235]","[0.019866483203906018, 0.30498564018050967]",[0.0002898275852203369],[-0.00041928887367248535],"[0.4659448266029358, 0.4321798086166382]","[818, 82]"
73,"[-0.018436091967638076, 0.3680681788022747]","[-0.022415176515459642, 0.3697123398488413]","[-0.01843010052397647, 0.4360344670875157]","[-0.01565028488966016, 0.3670393291353769]","[-0.018425227477766076, 0.31850867233534]","[0.019437321551225475, 0.3552097386422324]","[0.01627908045924167, 0.35296671601090046]","[0.01938470150351706, 0.4203885028165917]","[0.024144064900119243, 0.3577698514585152]","[0.019491837401730574, 0.3076865749910247]",[0.00021758675575256348],[-0.00037848949432373047],"[0.4649941325187683, 0.4321172833442688]","[818, 82]"
74,"[-0.017875430577905922, 0.36797773427351477]","[-0.021732972023835666, 0.36970287845142236]","[-0.01786302547707525, 0.4360587583941585]","[-0.015172440652788255, 0.3669436041455388]","[-0.01787101648065631, 0.31836063245102975]","[0.018896799417919614, 0.35581098572293074]","[0.015874665012041215, 0.3532904939739765]","[0.018839803279520676, 0.42050380296853934]","[0.023357269117905317, 0.35862743593858615]","[0.018955894446490092, 0.3084955341635878]",[0.00020587444305419922],[-0.00033661723136901855],"[0.46523621678352356, 0.4321749806404114]","[818, 82]"
75,"[-0.018573027022132538, 0.37103903564745583]","[-0.02268346859236346, 0.37287937636035134]","[-0.018588776758607744, 0.44166042444032566]","[-0.015716527296838305, 0.3699723341758317]","[-0.018537855046903844, 0.3198837566424173]","[0.01971731861220398, 0.3580597786692293]","[0.01655937131304371, 0.35567711511841227]","[0.019658023703401487, 0.42480626539288124]","[0.02439046141981338, 0.36079567488759684]","[0.019783416830630004, 0.30950823994941695]",[0.0003064274787902832],[-0.0003409385681152344],"[0.46590083837509155, 0.43328797817230225]","[818, 82]"
76,"[-0.018996467150192355, 0.3748940937593781]","[-0.02328394700522912, 0.3767398609295842]","[-0.019019812565054882, 0.4491401254770706]","[-0.016033225290196018, 0.37382732665004414]","[-0.018955151113439723, 0.3215544130508415]","[0.020411822446695673, 0.35917337101603536]","[0.017273082492472475, 0.35673344400574303]","[0.020376205674111816, 0.4245584955195986]","[0.024957446835343528, 0.3618806048695842]","[0.020457653792066835, 0.31129151779105224]",[0.00016826391220092773],[-0.0003636181354522705],"[0.46646758913993835, 0.4327917695045471]","[818, 82]"
77,"[-0.01852284553036805, 0.3732489475444499]","[-0.022648860108915352, 0.3747865397484746]","[-0.018543284387253393, 0.44572955505550693]","[-0.015659211015313458, 0.3724293629066027]","[-0.01848390967509961, 0.3209959339749974]","[0.01972492256475817, 0.35654261171213986]","[0.016529598285866306, 0.3545215983419558]","[0.019694506078181087, 0.4233802655741238]","[0.024484779288500166, 0.3588726308137345]","[0.019760364366637223, 0.3079887216905827]",[0.00019466876983642578],[-0.0003485679626464844],"[0.4660360515117645, 0.4325883388519287]","[818, 82]"
78,"[-0.017691067831193022, 0.37198871812301254]","[-0.021610917804168243, 0.37427864088155577]","[-0.017678868686764288, 0.4442697158796727]","[-0.014963066963322834, 0.3704984785184337]","[-0.017683940572474223, 0.31993831466460965]","[0.018720360668722822, 0.35622599786031045]","[0.01571055935348952, 0.3541394942823057]","[0.018678887548909805, 0.422871264809357]","[0.023178798131688043, 0.3587059471794099]","[0.018764809857880215, 0.30779992728557287]",[0.00020700693130493164],[-0.00032213330268859863],"[0.46572577953338623, 0.432579904794693]","[818, 82]"
79,"[-0.018359106962174986, 0.3725913285258758]","[-0.022471061524263085, 0.37482219638672054]","[-0.018354849441076442, 0.4453426275847371]","[-0.015509082374516953, 0.3711723701365865]","[-0.018344267565679636, 0.3202379948828115]","[0.019388667920828155, 0.3569438056076063]","[0.016322648985927175, 0.3547205987583616]","[0.019338879761300325, 0.4232654677308438]","[0.023890178075972355, 0.35958474127176526]","[0.019444433039215284, 0.3086932812624435]",[0.00015538930892944336],[-0.0003196597099304199],"[0.4655868411064148, 0.4325160086154938]","[818, 82]"
